index,course_title,url,certification,level,organization,platform
192,Leasing - A Comprehensive Study (Professional Course Level),https://www.udemy.com/leasing-a-comprehensive-study/,COURSE,All Levels,Business Finance,udemy
193,Trading Options For Consistent Returns: Options Basics,https://www.udemy.com/trading-options-for-income/,FREE,Beginner Level,Business Finance,udemy
194,TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,COURSE,Intermediate Level,Business Finance,udemy
195,Financial modeling: Build a DCF equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,COURSE,All Levels,Business Finance,udemy
196,CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,COURSE,All Levels,Business Finance,udemy
197,Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,COURSE,All Levels,Business Finance,udemy
198,Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,COURSE,All Levels,Business Finance,udemy
199,The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,COURSE,All Levels,Business Finance,udemy
200,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,COURSE,Expert Level,Business Finance,udemy
201,Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,COURSE,Intermediate Level,Business Finance,udemy
202,A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,COURSE,All Levels,Business Finance,udemy
203,Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,COURSE,All Levels,Business Finance,udemy
204,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,COURSE,Intermediate Level,Business Finance,udemy
205,Mastering Candlestick Charting : High Probability Trading,https://www.udemy.com/mastering-candlestick-charting/,COURSE,All Levels,Business Finance,udemy
206,Binary Options Course - Level 2,https://www.udemy.com/binary-options-course-level-2/,FREE,Intermediate Level,Business Finance,udemy
207,Stock Technical Analysis with R,https://www.udemy.com/stock-technical-analysis-with-r/,COURSE,All Levels,Business Finance,udemy
208,"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,COURSE,All Levels,Business Finance,udemy
209,Apply finance concepts for smart project management,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,FREE,Beginner Level,Business Finance,udemy
210,Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,COURSE,Expert Level,Business Finance,udemy
211,Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,COURSE,All Levels,Business Finance,udemy
212,Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,COURSE,All Levels,Business Finance,udemy
213,Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,FREE,Intermediate Level,Business Finance,udemy
214,Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,COURSE,All Levels,Business Finance,udemy
215,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,COURSE,All Levels,Business Finance,udemy
216,Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,COURSE,All Levels,Business Finance,udemy
217,CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,COURSE,All Levels,Business Finance,udemy
218,Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,COURSE,All Levels,Business Finance,udemy
219,Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,COURSE,Intermediate Level,Business Finance,udemy
220,Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,COURSE,All Levels,Business Finance,udemy
221,Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,COURSE,All Levels,Business Finance,udemy
222,Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,COURSE,All Levels,Business Finance,udemy
223,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,COURSE,Beginner Level,Business Finance,udemy
224,Interpreting Financial Statements,https://www.udemy.com/financialstatements/,COURSE,Beginner Level,Business Finance,udemy
225,Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,COURSE,Beginner Level,Business Finance,udemy
226,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,COURSE,Intermediate Level,Business Finance,udemy
227,Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,COURSE,All Levels,Business Finance,udemy
228,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,COURSE,All Levels,Business Finance,udemy
229,Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,COURSE,All Levels,Business Finance,udemy
230,Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,COURSE,Beginner Level,Business Finance,udemy
231,Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,COURSE,Expert Level,Business Finance,udemy
232,Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,COURSE,All Levels,Business Finance,udemy
233,CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,COURSE,Beginner Level,Business Finance,udemy
234,How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,COURSE,All Levels,Business Finance,udemy
235,Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,COURSE,All Levels,Business Finance,udemy
236,Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,COURSE,All Levels,Business Finance,udemy
237,The Securities Trade Lifecycle,https://www.udemy.com/the-securities-trade-lifecycle/,COURSE,All Levels,Business Finance,udemy
238,Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,COURSE,Intermediate Level,Business Finance,udemy
239,Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,COURSE,All Levels,Business Finance,udemy
240,Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,COURSE,Intermediate Level,Business Finance,udemy
241,Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,COURSE,All Levels,Business Finance,udemy
242,Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,COURSE,All Levels,Business Finance,udemy
243,Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,COURSE,All Levels,Business Finance,udemy
244,Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,COURSE,All Levels,Business Finance,udemy
245,How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,COURSE,Beginner Level,Business Finance,udemy
246,First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,COURSE,Beginner Level,Business Finance,udemy
247,Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,COURSE,All Levels,Business Finance,udemy
248,Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,FREE,Beginner Level,Business Finance,udemy
249,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,FREE,Beginner Level,Business Finance,udemy
250,Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,COURSE,Intermediate Level,Business Finance,udemy
251,10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,COURSE,All Levels,Business Finance,udemy
252,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,COURSE,All Levels,Business Finance,udemy
253,IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,FREE,All Levels,Business Finance,udemy
254,Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,COURSE,Intermediate Level,Business Finance,udemy
255,Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,COURSE,All Levels,Business Finance,udemy
256,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,COURSE,Beginner Level,Business Finance,udemy
257,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,COURSE,All Levels,Business Finance,udemy
258,Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,COURSE,All Levels,Business Finance,udemy
259,Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,COURSE,Beginner Level,Business Finance,udemy
260,Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,COURSE,All Levels,Business Finance,udemy
261,International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,COURSE,All Levels,Business Finance,udemy
262,The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,COURSE,Beginner Level,Business Finance,udemy
263,Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,COURSE,All Levels,Business Finance,udemy
264,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,COURSE,Beginner Level,Business Finance,udemy
265,Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,COURSE,Expert Level,Business Finance,udemy
266,Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,COURSE,All Levels,Business Finance,udemy
267,Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,COURSE,All Levels,Business Finance,udemy
268,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,COURSE,Intermediate Level,Business Finance,udemy
269,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,COURSE,All Levels,Business Finance,udemy
270,Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,COURSE,Beginner Level,Business Finance,udemy
271,Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,COURSE,Beginner Level,Business Finance,udemy
272,Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,COURSE,Beginner Level,Business Finance,udemy
273,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,COURSE,Intermediate Level,Business Finance,udemy
274,"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,COURSE,Intermediate Level,Business Finance,udemy
275,Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,COURSE,All Levels,Business Finance,udemy
276,Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,COURSE,All Levels,Business Finance,udemy
277,Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,COURSE,Beginner Level,Business Finance,udemy
278,Como hacer empresa en 10 sesiones prácticas,https://www.udemy.com/finanzas-para-principiantes/,COURSE,Intermediate Level,Business Finance,udemy
279,المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,COURSE,Beginner Level,Business Finance,udemy
280,株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,COURSE,All Levels,Business Finance,udemy
